Method,Configuration,Recall,Latency(us)
加载IVFPQ索引: nlist=128, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=128,m=16,nprobe=4,0.297,82
加载IVFPQ索引: nlist=128, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=128,m=16,nprobe=8,0.2395,167
加载IVFPQ索引: nlist=128, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=128,m=16,nprobe=12,0.21,163
加载IVFPQ索引: nlist=128, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=128,m=16,nprobe=16,0.194,195
加载IVFPQ索引: nlist=128, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=128,m=16,nprobe=20,0.1815,228
加载IVFPQ索引: nlist=128, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=128,m=16,nprobe=24,0.1695,286
加载IVFPQ索引: nlist=128, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=128,m=16,nprobe=32,0.155,377
加载IVFPQ索引: nlist=128, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=128,m=16,nprobe=64,0.126,709
加载IVFPQ索引: nlist=128, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=128,m=16,nprobe=128,0.11,1436
加载IVFPQ索引: nlist=128, d=96, m=32, ksub=256
IVF-PQ(Serial),nlist=128,m=32,nprobe=4,0.3265,124
加载IVFPQ索引: nlist=128, d=96, m=32, ksub=256
IVF-PQ(Serial),nlist=128,m=32,nprobe=8,0.2635,194
加载IVFPQ索引: nlist=128, d=96, m=32, ksub=256
IVF-PQ(Serial),nlist=128,m=32,nprobe=12,0.2445,295
加载IVFPQ索引: nlist=128, d=96, m=32, ksub=256
IVF-PQ(Serial),nlist=128,m=32,nprobe=16,0.23,361
加载IVFPQ索引: nlist=128, d=96, m=32, ksub=256
IVF-PQ(Serial),nlist=128,m=32,nprobe=20,0.2125,428
加载IVFPQ索引: nlist=128, d=96, m=32, ksub=256
IVF-PQ(Serial),nlist=128,m=32,nprobe=24,0.2,500
加载IVFPQ索引: nlist=128, d=96, m=32, ksub=256
IVF-PQ(Serial),nlist=128,m=32,nprobe=32,0.18,675
加载IVFPQ索引: nlist=128, d=96, m=32, ksub=256
IVF-PQ(Serial),nlist=128,m=32,nprobe=64,0.1465,1312
加载IVFPQ索引: nlist=128, d=96, m=32, ksub=256
IVF-PQ(Serial),nlist=128,m=32,nprobe=128,0.1265,2596
加载IVFPQ索引: nlist=128, d=96, m=8, ksub=256
IVF-PQ(Serial),nlist=128,m=8,nprobe=4,0.2125,46
加载IVFPQ索引: nlist=128, d=96, m=8, ksub=256
IVF-PQ(Serial),nlist=128,m=8,nprobe=8,0.1635,82
加载IVFPQ索引: nlist=128, d=96, m=8, ksub=256
IVF-PQ(Serial),nlist=128,m=8,nprobe=12,0.1485,106
加载IVFPQ索引: nlist=128, d=96, m=8, ksub=256
IVF-PQ(Serial),nlist=128,m=8,nprobe=16,0.137,141
加载IVFPQ索引: nlist=128, d=96, m=8, ksub=256
IVF-PQ(Serial),nlist=128,m=8,nprobe=20,0.127,159
加载IVFPQ索引: nlist=128, d=96, m=8, ksub=256
IVF-PQ(Serial),nlist=128,m=8,nprobe=24,0.119,196
加载IVFPQ索引: nlist=128, d=96, m=8, ksub=256
IVF-PQ(Serial),nlist=128,m=8,nprobe=32,0.1075,226
加载IVFPQ索引: nlist=128, d=96, m=8, ksub=256
IVF-PQ(Serial),nlist=128,m=8,nprobe=64,0.0905,412
加载IVFPQ索引: nlist=128, d=96, m=8, ksub=256
IVF-PQ(Serial),nlist=128,m=8,nprobe=128,0.0755,908
加载IVFPQ索引: nlist=256, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=256,m=16,nprobe=4,0.311,58
加载IVFPQ索引: nlist=256, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=256,m=16,nprobe=8,0.261,81
加载IVFPQ索引: nlist=256, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=256,m=16,nprobe=12,0.228,103
加载IVFPQ索引: nlist=256, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=256,m=16,nprobe=16,0.2065,114
加载IVFPQ索引: nlist=256, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=256,m=16,nprobe=20,0.1905,153
加载IVFPQ索引: nlist=256, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=256,m=16,nprobe=24,0.179,197
加载IVFPQ索引: nlist=256, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=256,m=16,nprobe=32,0.1615,232
加载IVFPQ索引: nlist=256, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=256,m=16,nprobe=64,0.13,453
加载IVFPQ索引: nlist=256, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=256,m=16,nprobe=128,0.1025,687
加载IVFPQ索引: nlist=256, d=96, m=32, ksub=256
IVF-PQ(Serial),nlist=256,m=32,nprobe=4,0.3345,93
加载IVFPQ索引: nlist=256, d=96, m=32, ksub=256
IVF-PQ(Serial),nlist=256,m=32,nprobe=8,0.2845,140
加载IVFPQ索引: nlist=256, d=96, m=32, ksub=256
IVF-PQ(Serial),nlist=256,m=32,nprobe=12,0.2505,174
加载IVFPQ索引: nlist=256, d=96, m=32, ksub=256
IVF-PQ(Serial),nlist=256,m=32,nprobe=16,0.2305,202
加载IVFPQ索引: nlist=256, d=96, m=32, ksub=256
IVF-PQ(Serial),nlist=256,m=32,nprobe=20,0.215,263
加载IVFPQ索引: nlist=256, d=96, m=32, ksub=256
IVF-PQ(Serial),nlist=256,m=32,nprobe=24,0.2065,399
加载IVFPQ索引: nlist=256, d=96, m=32, ksub=256
IVF-PQ(Serial),nlist=256,m=32,nprobe=32,0.1855,577
加载IVFPQ索引: nlist=256, d=96, m=32, ksub=256
IVF-PQ(Serial),nlist=256,m=32,nprobe=64,0.144,893
加载IVFPQ索引: nlist=256, d=96, m=32, ksub=256
IVF-PQ(Serial),nlist=256,m=32,nprobe=128,0.1165,1293
加载IVFPQ索引: nlist=256, d=96, m=8, ksub=256
IVF-PQ(Serial),nlist=256,m=8,nprobe=4,0.246,45
加载IVFPQ索引: nlist=256, d=96, m=8, ksub=256
IVF-PQ(Serial),nlist=256,m=8,nprobe=8,0.203,68
加载IVFPQ索引: nlist=256, d=96, m=8, ksub=256
IVF-PQ(Serial),nlist=256,m=8,nprobe=12,0.174,65
加载IVFPQ索引: nlist=256, d=96, m=8, ksub=256
IVF-PQ(Serial),nlist=256,m=8,nprobe=16,0.157,83
加载IVFPQ索引: nlist=256, d=96, m=8, ksub=256
IVF-PQ(Serial),nlist=256,m=8,nprobe=20,0.1415,91
加载IVFPQ索引: nlist=256, d=96, m=8, ksub=256
IVF-PQ(Serial),nlist=256,m=8,nprobe=24,0.133,117
加载IVFPQ索引: nlist=256, d=96, m=8, ksub=256
IVF-PQ(Serial),nlist=256,m=8,nprobe=32,0.115,142
加载IVFPQ索引: nlist=256, d=96, m=8, ksub=256
IVF-PQ(Serial),nlist=256,m=8,nprobe=64,0.082,234
加载IVFPQ索引: nlist=256, d=96, m=8, ksub=256
IVF-PQ(Serial),nlist=256,m=8,nprobe=128,0.0615,427
加载IVFPQ索引: nlist=512, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=512,m=16,nprobe=4,0.3335,71
加载IVFPQ索引: nlist=512, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=512,m=16,nprobe=8,0.286,73
加载IVFPQ索引: nlist=512, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=512,m=16,nprobe=12,0.2525,105
加载IVFPQ索引: nlist=512, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=512,m=16,nprobe=16,0.2425,114
加载IVFPQ索引: nlist=512, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=512,m=16,nprobe=20,0.218,131
加载IVFPQ索引: nlist=512, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=512,m=16,nprobe=24,0.199,122
加载IVFPQ索引: nlist=512, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=512,m=16,nprobe=32,0.177,133
加载IVFPQ索引: nlist=512, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=512,m=16,nprobe=64,0.144,221
加载IVFPQ索引: nlist=512, d=96, m=16, ksub=256
IVF-PQ(Serial),nlist=512,m=16,nprobe=128,0.106,399
加载IVFPQ索引: nlist=512, d=96, m=32, ksub=256
