AVX优化暴力搜索,0.99995,
SIMD优化乘积量化,平均召回率
SSE优化暴力搜索,0.99995,
标量暴力搜索,0.99995,
标量量化(SQ),0.987752,
混合搜索(OPQ16+精确重排序),0.926906,
混合搜索(OPQ32+精确重排序),0.99825,
混合搜索(PQ16+精确重排序),0.926455,
混合搜索(PQ32+精确重排序),0.99825,
平均召回率,相对加速比
算法名称,平均召回率,平均延迟(微秒)
