算法名称,平均召回率,平均延迟(微秒)
原始版本,0.994401,1063.87
标量暴力搜索,0.99995,
SSE优化暴力搜索,0.99995,
AVX优化暴力搜索,0.99995,
标量量化(SQ),0.987752,
乘积量化(PQ) M=4,0.10945,
乘积量化(PQ) M=8,0.238451,
乘积量化(PQ) M=16,0.434,
乘积量化(PQ) M=32,0.685149,
优化乘积量化(OPQ) M=4,0.112401,
优化乘积量化(OPQ) M=8,0.237151,
优化乘积量化(OPQ) M=16,0.4303,
优化乘积量化(OPQ) M=32,0.692049,
混合搜索(PQ16+精确重排序),0.926455,
混合搜索(PQ32+精确重排序),0.99825,
混合搜索(OPQ16+精确重排序),0.926906,
混合搜索(OPQ32+精确重排序),0.99825,
SIMD优化乘积量化,平均召回率
平均召回率
平均召回率,相对加速比
相对加速比
相对加速比
